Epoch: 0, TL: 2.75740, VL: 3.36100, TA: 0.13250, VA: 0.05000
Epoch: 1, TL: 2.13048, VL: 3.43487, TA: 0.18500, VA: 0.03000
Epoch: 2, TL: 1.92815, VL: 3.35869, TA: 0.23875, VA: 0.04000
Epoch: 3, TL: 1.77213, VL: 3.35113, TA: 0.27625, VA: 0.02500
Epoch: 4, TL: 1.64434, VL: 3.38404, TA: 0.31500, VA: 0.03000
Epoch: 5, TL: 1.48891, VL: 3.35357, TA: 0.38375, VA: 0.04500
Epoch: 6, TL: 1.41438, VL: 3.31230, TA: 0.42750, VA: 0.05000
Epoch: 7, TL: 1.31162, VL: 3.30743, TA: 0.47000, VA: 0.06000
Epoch: 8, TL: 1.21281, VL: 3.34148, TA: 0.52500, VA: 0.06500
Epoch: 9, TL: 0.99712, VL: 3.33488, TA: 0.62875, VA: 0.06500
Epoch: 10, TL: 0.91488, VL: 3.34087, TA: 0.69625, VA: 0.06500
Epoch: 11, TL: 0.68138, VL: 3.29480, TA: 0.81250, VA: 0.05500
Epoch: 12, TL: 0.64840, VL: 3.31640, TA: 0.80500, VA: 0.04500
Epoch: 13, TL: 0.43298, VL: 3.25832, TA: 0.87000, VA: 0.08000
Epoch: 14, TL: 0.39229, VL: 3.47700, TA: 0.88250, VA: 0.04000
Epoch: 15, TL: 0.34731, VL: 3.42148, TA: 0.88375, VA: 0.04500
Epoch: 16, TL: 0.35208, VL: 3.41312, TA: 0.88375, VA: 0.05500
Epoch: 17, TL: 0.28651, VL: 3.39186, TA: 0.90625, VA: 0.06500
Epoch: 18, TL: 0.35292, VL: 3.63490, TA: 0.88625, VA: 0.04000
Epoch: 19, TL: 0.27489, VL: 3.39384, TA: 0.90875, VA: 0.04000
Epoch: 20, TL: 0.27828, VL: 3.48979, TA: 0.93125, VA: 0.06500
Epoch: 21, TL: 0.17654, VL: 3.28804, TA: 0.95750, VA: 0.08000
Epoch: 22, TL: 0.18508, VL: 3.58716, TA: 0.94000, VA: 0.05500
Epoch: 23, TL: 0.12867, VL: 3.58889, TA: 0.96500, VA: 0.06500
Epoch: 24, TL: 0.17009, VL: 3.57524, TA: 0.95000, VA: 0.06500
Epoch: 25, TL: 0.12283, VL: 3.63306, TA: 0.96000, VA: 0.07000
Epoch: 26, TL: 0.43194, VL: 3.49552, TA: 0.86500, VA: 0.05000
Epoch: 27, TL: 0.06751, VL: 3.41475, TA: 0.99125, VA: 0.07000
Epoch: 28, TL: 0.20747, VL: 3.48839, TA: 0.94375, VA: 0.04000
Epoch: 29, TL: 0.12432, VL: 3.48823, TA: 0.96750, VA: 0.03000
Epoch: 30, TL: 0.04996, VL: 3.41224, TA: 0.99125, VA: 0.07500
Epoch: 31, TL: 0.06527, VL: 3.59640, TA: 0.98500, VA: 0.06500
Epoch: 32, TL: 0.04385, VL: 3.74525, TA: 0.99125, VA: 0.05000
Epoch: 33, TL: 0.39788, VL: 3.74104, TA: 0.85500, VA: 0.08000
Epoch: 34, TL: 0.14890, VL: 3.42164, TA: 0.95250, VA: 0.08500
Epoch: 35, TL: 0.18253, VL: 3.49197, TA: 0.93250, VA: 0.07000
Epoch: 36, TL: 0.12146, VL: 3.55692, TA: 0.96500, VA: 0.07000
Epoch: 37, TL: 0.16999, VL: 3.47498, TA: 0.94125, VA: 0.07000
Epoch: 38, TL: 0.10647, VL: 3.61199, TA: 0.97375, VA: 0.08500
